id,estado,antiguedad,modalidad,value
700,Chihuahua,7.0,c.	Mixta,Impartición de capacitación
701,Tamaulipas,11.0,b.	Distancia,Desarrollo de normativa
702,México,0.1,b.	Distancia,Depuración del padrón electoral
703,Veracruz,31.0,c.	Mixta,Verificación del padrón electoral
705,Quintana Roo,1.0,b.	Distancia,Fiscalización a los sujetos obligados
706,Puebla,18.0,b.	Distancia,Atención de asuntos jurídicos
708,Ciudad de México,25.0,b.	Distancia,"Seguimiento de planes, programas y proyectos"
710,Ciudad de México,22.0,c.	Mixta,"Seguimiento de planes, programas y proyectos"
711,Puebla,29.0,c.	Mixta,Administración de tecnología de información y comunicaciones
712,Ciudad de México,13.0,b.	Distancia,Desarrollo de sistemas
713,Ciudad de México,31.0,c.	Mixta,Procesamiento informático
714,Nuevo León,19.0,a.	Presencial,Fiscalización a los sujetos obligados
715,Ciudad de México,19.0,b.	Distancia,"Seguimiento de planes, programas y proyectos"
716,Michoacán,13.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
717,Ciudad de México,20.0,b.	Distancia,Desarrollo de normativa
720,Veracruz,22.0,b.	Distancia,"Seguimiento de planes, programas y proyectos"
721,México,29.0,b.	Distancia,Administración de tecnología de información y comunicaciones
722,Colima,5.0,b.	Distancia,Desarrollo de normativa
723,Tabasco,5.0,b.	Distancia,Selección de personal
724,Puebla,4.0,b.	Distancia,Operación de módulos de atención ciudadana
725,Veracruz,14.0,c.	Mixta,Aplicación de metodología estadística y/o demográfica
727,Ciudad de México,20.0,c.	Mixta,Administración de base de datos
728,México,30.0,b.	Distancia,Administración de tecnología de información y comunicaciones
729,Chiapas,11.0,b.	Distancia,"Diseño, mejora y producción de documentación electoral"
731,Querétaro,26.0,b.	Distancia,Construcción de la cartografía electoral
733,Chiapas,28.0,b.	Distancia,Administración de los tiempos del estado en radio y televisión
735,Tamaulipas,5.0,b.	Distancia,"Diseño, mejora y producción de documentación electoral"
739,Michoacán,4.5,c.	Mixta,Atención de asuntos jurídicos
740,Nuevo León,4.0,b.	Distancia,Administración de base de datos
741,Jalisco,20.0,b.	Distancia,Aplicación de metodología estadística y/o demográfica
742,Ciudad de México,27.0,a.	Presencial,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión
743,Zacatecas,31.0,a.	Presencial,Operación de módulos de atención ciudadana
744,Chiapas,1.0,b.	Distancia,Depuración del padrón electoral
745,Veracruz,33.0,b.	Distancia,Depuración del padrón electoral
746,Nuevo León,0.0,c.	Mixta,"Evaluación de planes, programas y proyectos"
747,México,30.0,b.	Distancia,Depuración del padrón electoral
748,Yucatán,1.5,c.	Mixta,Diseño de programas de capacitación
749,Ciudad de México,32.0,b.	Distancia,Verificación de sesiones de los órganos desconcentrados
750,Durango,8.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
751,Zacatecas,29.0,b.	Distancia,Administración de tecnología de información y comunicaciones
752,México,18.0,b.	Distancia,Aplicación de metodología estadística y/o demográfica
753,Jalisco,11.0,b.	Distancia,Diseño de programas de capacitación
754,Ciudad de México,31.0,b.	Distancia,Atención de asuntos jurídicos
755,México,31.0,b.	Distancia,Operación de módulos de atención ciudadana
756,México,4.0,c.	Mixta,Procesamiento informático
757,México,29.0,b.	Distancia,Depuración del padrón electoral
758,Coahuila,5.0,c.	Mixta,Operación de módulos de atención ciudadana
759,México,1.0,b.	Distancia,Verificación del padrón electoral
760,México,7.0,b.	Distancia,Almacenamiento de documentación y material electoral
761,México,31.0,b.	Distancia,Reincorporación al padrón electoral
762,Ciudad de México,7.0,c.	Mixta,Administración de tecnología de información y comunicaciones
764,Nuevo León,31.0,b.	Distancia,Atención de asuntos jurídicos
765,Tamaulipas,20.0,b.	Distancia,Desarrollo de normativa
768,Tlaxcala,29.0,b.	Distancia,Almacenamiento de documentación y material electoral
769,Colima,25.0,c.	Mixta,Impartición de capacitación
770,México,5.0,a.	Presencial,Almacenamiento de documentación y material electoral
771,Coahuila,10.0,c.	Mixta,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana
772,Puebla,27.0,b.	Distancia,Construcción de la cartografía electoral
773,Querétaro,1.0,b.	Distancia,Desarrollo de sistemas
775,Ciudad de México,20.0,c.	Mixta,Verificación del padrón electoral
776,Guanajuato,0.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
777,Guerrero,8.0,b.	Distancia,Construcción de la cartografía electoral
778,Ciudad de México,1.0,b.	Distancia,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana
779,Puebla,4.0,c.	Mixta,Selección de personal
780,México,23.0,b.	Distancia,Impartición de capacitación
781,Hidalgo,31.0,c.	Mixta,Almacenamiento de documentación y material electoral
782,México,0.0,b.	Distancia,Depuración del padrón electoral
783,México,11.0,b.	Distancia,"Seguimiento de planes, programas y proyectos"
785,México,2.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
786,México,10.0,a.	Presencial,Diseño de materiales de capacitación
787,México,22.0,b.	Distancia,Atención de asuntos jurídicos
788,Morelos,4.0,c.	Mixta,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes"
789,Chihuahua,1.5,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
790,Guanajuato,16.0,b.	Distancia,"Planeación de planes, programas y proyectos"
791,Campeche,30.0,b.	Distancia,Fiscalización a los sujetos obligados
792,Guanajuato,10.0,b.	Distancia,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana
793,Morelos,31.0,c.	Mixta,"Seguimiento de planes, programas y proyectos"
794,Morelos,10.0,c.	Mixta,Fiscalización a los sujetos obligados
796,Chiapas,11.0,b.	Distancia,Diseño de programas de capacitación
797,Guanajuato,11.0,c.	Mixta,"Aplicación y gestión de recursos humanos, materiales y financieros"
798,Ciudad de México,4.0,c.	Mixta,Actualización del padrón electoral y credencialización de los ciudadanos
801,Guanajuato,31.0,b.	Distancia,Administración de tecnología de información y comunicaciones
802,Puebla,25.0,b.	Distancia,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
803,Chihuahua,1.0,b.	Distancia,Impartición de capacitación
804,Nuevo León,28.0,c.	Mixta,Impartición de capacitación
805,México,5.0,c.	Mixta,Administración de base de datos
808,Sinaloa,22.0,b.	Distancia,Desarrollo de sistemas
809,Nuevo León,10.0,c.	Mixta,"Seguimiento de planes, programas y proyectos"
810,Chihuahua,11.0,b.	Distancia,Administración de los tiempos del estado en radio y televisión
813,Sonora,29.0,b.	Distancia,Diseño de materiales de capacitación
814,Ciudad de México,25.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
815,Guerrero,10.0,c.	Mixta,Registro de actos de partidos y agrupaciones políticas
817,Guerrero,31.0,b.	Distancia,Reincorporación al padrón electoral
819,Hidalgo,12.0,b.	Distancia,"Diseño, mejora y producción de material electoral"
821,Guanajuato,5.0,b.	Distancia,Distribución de documentación y material electoral
823,Ciudad de México,11.0,a.	Presencial,"Aplicación y gestión de recursos humanos, materiales y financieros"
824,México,21.0,b.	Distancia,"Evaluación de planes, programas y proyectos"
825,México,5.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
826,Sinaloa,4.0,b.	Distancia,Administración de base de datos
828,Tabasco,31.0,b.	Distancia,Reincorporación al padrón electoral
829,México,31.0,b.	Distancia,Operación de módulos de atención ciudadana
830,México,21.0,b.	Distancia,Verificación de sesiones de los órganos desconcentrados
831,Guanajuato,29.0,b.	Distancia,Impartición de capacitación
833,México,31.0,c.	Mixta,"Seguimiento de planes, programas y proyectos"
834,México,31.0,a.	Presencial,Atención de asuntos jurídicos
835,Ciudad de México,28.0,b.	Distancia,Almacenamiento de documentación y material electoral
836,Jalisco,4.0,a.	Presencial,"Seguimiento de planes, programas y proyectos"
837,Nuevo León,19.0,b.	Distancia,Selección de personal
839,Chihuahua,20.0,c.	Mixta,Desarrollo de normativa
840,Michoacán,22.0,b.	Distancia,Procesamiento informático
841,Ciudad de México,10.0,a.	Presencial,Almacenamiento de documentación y material electoral
842,México,14.0,c.	Mixta,"Planeación de planes, programas y proyectos"
843,Ciudad de México,30.0,b.	Distancia,Atención de asuntos jurídicos
844,México,0.0,c.	Mixta,Procesamiento informático
845,Yucatán,31.0,c.	Mixta,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana
846,Durango,1.5,b.	Distancia,Construcción de la cartografía electoral
847,México,31.0,b.	Distancia,Depuración del padrón electoral
848,Veracruz,26.0,a.	Presencial,Selección de personal
849,Aguascalientes,32.0,b.	Distancia,Verificación del padrón electoral
850,México,30.0,b.	Distancia,Verificación de sesiones de los órganos desconcentrados
851,Morelos,20.0,b.	Distancia,"Evaluación de planes, programas y proyectos"
852,Guanajuato,7.0,b.	Distancia,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
853,Ciudad de México,8.0,c.	Mixta,Impartición de capacitación
855,Guanajuato,16.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
856,Guanajuato,31.0,b.	Distancia,Reincorporación al padrón electoral
858,Querétaro,29.0,b.	Distancia,Impartición de capacitación
859,Ciudad de México,7.0,b.	Distancia,Impartición de capacitación
860,Hidalgo,20.0,c.	Mixta,Desarrollo de sistemas
861,México,12.0,c.	Mixta,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
862,Tabasco,8.0,a.	Presencial,"Aplicación y gestión de recursos humanos, materiales y financieros"
864,Zacatecas,2.0,b.	Distancia,Operación de las comisiones de vigilancia del registro federal de electores
865,Jalisco,28.0,a.	Presencial,Desarrollo de sistemas
866,Yucatán,32.0,a.	Presencial,Depuración del padrón electoral
867,Sonora,1.0,c.	Mixta,Depuración del padrón electoral
868,Ciudad de México,21.0,b.	Distancia,Atención de asuntos jurídicos
869,Baja California,6.0,b.	Distancia,Diseño de programas de capacitación
870,Baja California,13.0,a.	Presencial,Verificación del padrón electoral
874,Puebla,31.0,b.	Distancia,"Seguimiento de planes, programas y proyectos"
875,Campeche,29.0,b.	Distancia,Reincorporación al padrón electoral
878,Ciudad de México,24.0,b.	Distancia,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
879,Hidalgo,22.0,a.	Presencial,Reincorporación al padrón electoral
880,México,5.0,c.	Mixta,Verificación del padrón electoral
881,México,4.0,a.	Presencial,Verificación del padrón electoral
882,Baja California,29.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
884,Michoacán,22.0,b.	Distancia,Operación de las comisiones de vigilancia del registro federal de electores
885,Jalisco,31.0,b.	Distancia,Reincorporación al padrón electoral
886,Querétaro,14.0,c.	Mixta,Impartición de capacitación
887,Sinaloa,11.0,b.	Distancia,Almacenamiento de documentación y material electoral
889,México,25.0,c.	Mixta,"Diseño, mejora y producción de documentación electoral"
890,Veracruz,11.0,b.	Distancia,Atención de asuntos jurídicos
891,Ciudad de México,5.0,a.	Presencial,Diseño de programas de capacitación
892,México,25.0,b.	Distancia,Almacenamiento de documentación y material electoral
894,Ciudad de México,10.0,b.	Distancia,Operación de módulos de atención ciudadana
895,Hidalgo,10.0,b.	Distancia,Atención de asuntos jurídicos
897,México,10.0,b.	Distancia,Desarrollo de sistemas
898,Ciudad de México,28.0,b.	Distancia,Procesamiento informático
899,Sinaloa,19.0,b.	Distancia,"Diseño, mejora y producción de material electoral"
900,México,25.0,a.	Presencial,Impartición de capacitación
901,Puebla,4.0,b.	Distancia,Depuración del padrón electoral
902,México,28.0,b.	Distancia,"Planeación de planes, programas y proyectos"
903,Chiapas,16.0,c.	Mixta,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión
904,Morelos,28.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
905,San Luis Potosí,1.0,c.	Mixta,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
906,Veracruz,29.0,c.	Mixta,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana
907,Ciudad de México,30.0,b.	Distancia,Diseño de programas de capacitación
908,Sonora,19.0,a.	Presencial,"Planeación de planes, programas y proyectos"
910,Sinaloa,0.3,b.	Distancia,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
911,Oaxaca,7.0,c.	Mixta,"Seguimiento de planes, programas y proyectos"
913,Oaxaca,3.0,c.	Mixta,"Diseño, mejora y producción de documentación electoral"
914,Oaxaca,23.0,c.	Mixta,"Evaluación de planes, programas y proyectos"
915,Oaxaca,13.0,c.	Mixta,"Evaluación de planes, programas y proyectos"
916,Oaxaca,11.0,a.	Presencial,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión
919,Oaxaca,1.5,a.	Presencial,Verificación de sesiones de los órganos desconcentrados
920,Oaxaca,1.0,b.	Distancia,Depuración del padrón electoral
921,Veracruz,31.0,b.	Distancia,Procesamiento informático
923,Coahuila,7.0,c.	Mixta,"Seguimiento de planes, programas y proyectos"
924,Oaxaca,10.0,c.	Mixta,Verificación de sesiones de los órganos desconcentrados
925,Oaxaca,16.0,a.	Presencial,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
